job_item_name,job_item_comapny,job_item_area,job_item_experience,job_item_degree,job_item_salary,job_item_description
YU-Java 工程師 Backend Enigineer,新加坡商立可人事顧問有限公司台灣分公司,台北市信義區,經歷不拘,專科,待遇面議,工作內容 1、負責核心業務線產品的研發及管理工作。 2、參與核心模組的編碼。 3、參與產品需求評審，根據產品和業務需要，進行架構設計以及性能優化。 4、提升團隊研發和設計能力。 5、其它主管交辦事項。 條件 1、具3年以上Java開發經驗。 2、精通Java語言編程，掌握現有主流的JAVA框架(Spring、Spring mvc、Spring cloud、dubbo、zookeeper、Mybatis、Struts、Hibernate等)基本原理。 3、具有獨立的設計和編碼技巧 4、熟Spring和Hibernate或其他類似框架 5、SQL數據庫 6、具Linux，Nginx等開發技能。 7、具前端或Python技能、分佈式系統和並發系統經驗 8、具AWS或AliCloud經驗、TDD經驗
APP工程師 (iOS),諾亞克科技股份有限公司,台北市大安區,1年以上,專科,待遇面議,[職缺描述] 1. 開發並協助上架醫療、護理、長照、健康管理相關應用APP 2. 串接 Backend API (PHP/C#) [職務需求] 1. 至少1年的 iOS app 開發經驗 2. 曾經上架過 App Store 3. 有 RESTful 以及 JSON 的相關處理經驗 [加分條件] 1. 曾串接藍芽硬體設備經驗 2. 有PHP/C#/AWS/Azure開發經驗
,,None,None,None,待遇面議,None
,,None,None,None,待遇面議,None
PTD- Backend Developer,凱納股份有限公司,台中市南屯區,經歷不拘,大學,待遇面議,"We are looking for self-motivated, detail-oriented, open-minded talent to join Hyena! 【工作內容】 • API 開發，並與使用端協同制定 API 規格 (包括對外開放 API, 內部核心共用 API, 前端應用 API) • 雲端數據處理程式開發 【必要條件】 • 現代軟體架構實務經驗 (包括 serverless) • Backend application 開發經驗, (各種語言皆可，目前公司使用Python) • 掌握您熟悉語言的development stack (convention & practice, framework, project build/package dependency) • 熟悉現代 API 標準 (RESTful API/GraphQL)，並有整合前端經驗 • RDBMS串接實務經驗 (目前使用 Postgresql )"
客戶成功經理,台北神策諮詢顧問有限公司,台北市中山區,經歷不拘,大學,待遇面議,工作職掌： 1.梳理客戶需求，協助客戶接入並正常使用神策數據產品； 2.調動公司內資源，解決客戶在產品使用中的問題； 3.針對客戶業務場景，提供對應的數據解決方案，並與客戶一起落地； 4.從客戶需求中提煉產品需求及解決方案，供產品優化採用與經驗累積分享。 職務要求： 1.大學及以上學歷，理工科等相關專業； 2.三年以上專案管理經驗或客戶服務經驗； 3.與人溝通有耐心，抗壓能力強； 4.良好的文檔撰寫能力，善於總結工作中的經驗； 5.有數據工程項目或數據分析經驗者優先； 6.對大數據感興趣，思路清晰、協作能力強、有快速學習的能力。
航海儀器電腦維修工程師,展盛電子有限公司,基隆市中正區,經歷不拘,高中,待遇面議,1.維護航海儀器電腦系統效能，保持系統正常運作並進行除錯。 2.記錄各系統維護及異動的相關資訊。 3.負責軟、硬體及其他系統周邊裝置的安裝及維修。 4.回報所維護之軟、硬體問題，並將問題交由技術人員處理。
WordPress 網站工程師（線上面試）,引力數碼有限公司,台北市萬華區,1年以上,大學,待遇面議,主要工作項目： - 建置WordPress網頁、日常維運工作及版面改動； - SEO優化； - 靈活運用及優化WordPress佈景主題及外掛； - WordPress伺服器系統設定、維護，對故障進行分析、判定與排除異常； - WordPress網站性能優化； - 以Caching、CDN、Load Balancing等技術，加速及提高可用度。 我們希望您有以下條件： - 大學以上畢業，主修資工/資管/通訊相關科系優先； - Web應用及WordPress開發經驗； - 了解Linux操作，有操作雲端運算服務經驗優先。
軟體工程師,睿鼎數位股份有限公司,台北市大安區,經歷不拘,專科,待遇面議,"我們期望同仁有良好的自我時間管理，具備找到解決方法的能力，先研究過再來提問是基本的態度，我們不要求到職時就精熟所有技術，但要用時必須能夠很快找到解決方法，這樣才能夠在工作過程中持續精進自我的專業能力；我們重視團隊的協力運作，希望每個人都能夠與同仁進行良好的溝通，能夠了解商業面的需求並考慮系統的延伸性，不希望只是拿到規格文件照著作。如果你希望能夠接觸不同產業的數位活動，願意在實際工作中追求自我提昇，請你和我們聯繫，讓我們有彼此瞭解的機會，創造共榮雙贏的職涯旅程！ 工作內容 1. 開發、維護客戶O2O行銷活動之網站。 2. 開發、維護公司產品Smart stamp 與echoss 服務所需之系統介面。 必備能力 1. 熟悉 PHP/HTML/CSS/JavaScript，jQuery, Bootstrap, 能完成適合於不同行動裝置使用的網頁元件。 2. 基於 Linux 作業系統，包含但不限於基本操作、環境設定。 3. 有網際網路的基本知識。 4. 有資訊安全的基本知識。 5. 有獨立完成專案之經驗。"
資料庫管理師 Database Administrator,浪LIVE_旭瑞文化傳媒股份有限公司,台北市信義區,3年以上,專科,待遇面議,"想接觸有趣的專案嗎？想參與打造熱門產品的過程嗎？想體驗直播APP 7萬人瞬間上線觀看的刺激感嗎？ 如果您有這些想法，歡迎加入我們的技術團隊！！ 【工作內容】 1. 每日資料庫維護與監控 2. 資料庫定期備份 3. 資料庫系統性能調校 4. 資料庫儲存空間規劃 5. 資料備份過程監控 6. 支援規劃/設計/建置資料庫系統 7. 協助開發人員使用、提升資料存取邏輯效率以及其他設計上的必要考量 【專業能力】 1. 熟悉MySQL建置管理 2. 具備資料庫架構(備份、Cluster、異地)規劃與建置經驗。 3. 具備資料庫維護、監控與效能調校技術。 4. 具備Windows、Linux環境操作與Shell Script撰寫能力。 5. 具備VMware、Microsoft虛擬化架構概念及操作經驗。 【加分條件】 1. 擁有良好的NoSQL (ex: MongoDB, Cassandra)管理建置經驗 【面試流程】 第一輪 人資面談 (30-40分鐘) & 部門主管、同事面談 (60分鐘) - 可以清楚了解公司福利以及制度, 並且實際感受團隊開發流程及文化 - 歡迎提出對於工作內容&公司制度的任何問題 第二輪 管理部主管面談"
Senior Software Engineer  (C# Windows App),美商ID TECH台灣分公司_璟昇科技股份有限公司,桃園市桃園區,5年以上,大學,待遇面議,"ID Tech 在全球支付產業具有高品質聲譽，對全球銷售符合EMV和PCI高安全性的支付產品。 台灣分公司座落於桃園最高商辦大樓中悅世界中心TGA，我們在最頂層寬敞明亮的辦公室內，與全球研發團隊合作，提供整合軟硬體的雲端支付方案；同時遠眺雪山山脈和台灣海峽、俯覽藝文特區街景。 Want to be part of this team of collaboration innovators? We are looking for a talented SW Engineer to take care of ID TECH Apps and Services for Windows and Linux. Key Roles & Responsibilities: •Work closely with product management, application software engineers and partners to understand requirements and specify interfaces for new software frameworks and enhance existing frameworks •Design and implement Remote Device management services for Windows and Linux OS. •Design and implement SDKs for ID TECH services •Participate in design reviews and code reviews with other team members."
軟體工程師,智崴資訊科技股份有限公司,高雄市前鎮區,2年以上,大學,待遇面議,1. 研究產品、專案所需之軟硬體技術 2. 軟硬體整合開發、除錯，撰寫並維護技術文件 3. 異地進行全套系統安裝、上線運轉、故障排除、教育訓練、維護保養
晚班客服組長,四葉草資訊有限公司,台中市西屯區,2年以上,專科,待遇面議,【工作時間】 00:00-08:00 排休制，月休8天以上，依國定假日方式辦理。 【工作內容】 1. 建立、檢核及修正標準化之作業流程，以提供最有效率的顧客服務。 2. 制定與管理客服中心各類績效指標。 3. 進行客服專員的培訓、激勵、輔導及管理。 4. 協助客服專員處理特殊客訴案件。 5. 進行每日數據收集與基礎前線解讀分析，輔助客戶服務流程正常運作。 6. 推送近期重要活動訊息、更新平台推播通知，協助客戶快速解決平台產品操作疑問。 7. 督導、並修正不當之服務行為或產品資訊，以確保高品質的服務。 8. 跨單位協調溝通，專案執行。 9. 協助單位主管交辦業務。
MIS工程師,新萊應材科技有限公司,台中市大甲區,3年以上,大學,待遇面議,1. 負責ERP系統程式開發、整合 2. SAP系統日常運作維護、異常處理及調校 3. 專案管理 4. 軟體應用優化及改善 5. 其它主管交辦事項
後端工程師 (Python),博弘雲端科技股份有限公司,台北市中山區,2年以上,大學,待遇面議,"【工作內容】 1.負責公司各個平台的架構設計、功能開發與維護。 2.參與並持續改善後端工作流程。 3.數據分析與帳務資料處理。 4.API 串接(第三方服務介接)。 5.技術文件撰寫與製作。 【職務條件】 * 邏輯清晰，善於分析 * Linux 基本指令使用 * 使用 Git 版控 * 具備 Python 1年以上的開發經驗 * 曾使用過MySQL, MongoDB, Redis * 對雲端服務(AWS、Azure、GCP…) 有一定了解尤佳 【加分條件】 * 除Python外的第二種後端開發語言 (如: PHP 、Java…等)"
應用程序開發工程師,台灣優利系統股份有限公司,台北市松山區,經歷不拘,大學,待遇面議,"這個職位的成功是什麽樣子的: 具備製定技術願景和戰略，孵化新想法，將客戶需求與技術和可交付成果相結合的能力。 領導項目的設計、安裝、監控、維護、支持和優化。 領導項目總體計劃的準備和執行。 定義系統備份/恢復過程。 能夠同時處理多個項目和任務。 具備較強的批判性思維和解決問題的能力。 如果你具備以下條件，你就能勝任這份工作: 計算機科學或相關專業大學畢業。 3年以上Windows Server和Web應用開發經驗;凈,ASP。NET核心MVC, HTML5, CSS, JavaScript, JQuery, Vue.js。 熟練使用SQL或Oracle數據庫。 普通話流利。 有呼叫中心項目和供應商環境工作經驗者優先。"
航海儀器電腦維修助理工程師,展盛電子有限公司,基隆市中正區,經歷不拘,高中,待遇面議,1.維護航海儀器電腦系統效能，保持系統正常運作並進行除錯。 2.記錄各系統維護及異動的相關資訊。 3.負責軟、硬體及其他系統周邊裝置的安裝及維修。 4.回報所維護之軟、硬體問題，並將問題交由技術人員處理。 5.吃苦耐勞者為佳。
亂搭 雲端維運系統工程師,巴比樂視網路科技股份有限公司,台北市大安區,2年以上,大學,待遇面議,"主要工作範圍： 1. 負責 AWS、Hicloud、GCP 雲端服務優化、調整、維運等工作 2. Linux / CentOS / Nginx / Apache / MySql / Redis / PHP / NodeJS 設置及效能調校 3. 確保服務運作，提升網站反應速度、擴充性及容錯性與安全性 4. 其他主管交辦事項 需求： 1. 熟悉 Linux 命令操作 2. 具 AWS 或GCP、Azure 雲端平台方案經驗，如：EC2、RDS、S3、CloudSQL等 3. 了解 Reverse Proxy, cache, web server、DNS、CDN運作原理與設定 4. 具Ansible, Chef 或類似工具之自動化部署經驗 5. MySQL Replication、調校、維護經驗 6. 有責任感，謹慎細心，具學習能力，能獨立快速判斷異常 7. 有ElasticSearch經驗尤佳 8. Docker 虛擬化部署管理經驗加分"
系統開發類 - 大數據系統資料庫管理工程師(MKE60),旺宏電子股份有限公司,新竹市,經歷不拘,大學,待遇面議,結合Fab製程/量測機台大量數據與統計/演算法/圖表讓數字說話， 開發系統提供從研發到量產各階段的資訊輔助決策。 1. 有良好的語言表達能力和溝通能力 2. 具備Java或SQL資料處理能力 加分項目： 1. 有Linux操作經驗 2. 有Docker、Kubernetes等Container環境操作經驗 3. 有Cassandra、MangoDB等分散式資料庫使用經驗 4. 有Kafka、Pulsar、MQ等訊息佇列系統架構概念 5. 具備半導體相關知識或大型系統開發經驗 擅長工具 => Java
研發類-韌體工程師 (VSBG Android BSP Engineer),中強光電股份有限公司,新竹市,7年以上,大學,待遇面議,"主要職責 負責Android投影機底層系統開發 主要任務 1. Bring up Platform / Chipset and co-working with Hardware Logic Team and SW function Teams 2. Android HAL and framework development and customization 3. Embedded Linux device driver development 4. Familiar kernel, device, event Logs and Android bugreport analysis 5. Experience with working on a variety of embedded processors, SoC and micro-controllers. 6. Co-working with manufacturing engineers for troubleshooting in production line."
Java/app軟體工程師,萬海航運股份有限公司,台北市內湖區,2年以上,大學,待遇面議,"1. 負責Java/App程式設計、編碼、測試、實施及維護 2. 網站相關產品及資料維護 具相關工作經驗者58,000元/月以上，待遇面議"
維運工程師,掘夢網股份有限公司,台北市信義區,經歷不拘,專科,待遇面議,1.伺服器及網路設備設定、管理、維護 2.規劃網路管理、系統架構與維護 3.規劃建置資訊系統安全機制。 4. 完成主管交辦事項。
BI Analyst【SGH002 戰略數據中心】,"大江生醫股份有限公司(TCI CO., Ltd)",台北市內湖區,3年以上,大學,待遇面議,敬請各位求職者先行完成AI面試，完成AI面試後，才會進入HR初試審核，謝謝！ AI面試連結：https://app.hrda.pro/s/i/LClVhQ 【大江生醫 8436 的優勢】 擁有優秀的研發團隊，更與全球學術界接軌，常態交流功能性食品與護膚品領域的創新研究，設置醫藥等級的品質管控實驗室，以有效用的產品以及高價值成本，為品牌客戶創造競爭優勢。為配合高速自動化生產設備的產出，人工檢驗的速度與品質已不符需求；我們不斷開發高規格生產品質以達到工業 4.0 概念，達到數位製造產能極大化，大江將運用 AIOT 打造無人智慧化工廠。 TCI 榮獲2019天下雜誌2000大調查經營績效50強第5名為前10名內唯一生物科技企業這份榜單綜合2016-2018過去三年營收、獲利及股東權益統計分析，代表2018年展現強大營運爆發力的公司! 【戰略部門 IT 藍圖】 大江生醫將打造生技業軟體服務頂尖的 IT 團隊，數位化轉型提高獲利能力的時代己來臨，我們將打造數位化供應鏈、工業人工智慧、大數據與分析、雲端化創造價值，提昇我們工廠產能、為公司獲利。 今年目標將增員至50位團隊，我們需要你的加入，強化戰略部門! 【榮耀舞台】 在職期間表現優異，有機會參加大江之星選拔，成為大江之星還有機會獲得豐厚獎金或出國旅遊等機會。 【面試資格】 1. 商業智慧、多維度數據分析、挖掘、建模等相關3年以上工作經歷 2. 擅長 SQL 或 HANA 並有實務經驗，能與後端 DB 技術人員高效率溝通 3. 熟練使用一種以上現有主流 BI 產品如：Tableau 4. 熟悉資料庫之SQL語法及資料抽取/清理/轉換/載入…等ETL流程佳 5. 熟悉 Excel 函數 (VBA尤佳) 6. 有經營管理實務經驗，善於從數據中發現問題，提出公司管理改善的方向
Unreal Engine 虛擬建築師,米斯有限公司,台北市內湖區,3年以上,大學,待遇面議,"使用 Unreal Engine 1. 熟 Blueprint, 實作各項互動介面功能 2. 與美術協同製作表演時使用的場景, 特效 操作Motion Capture裝置 3. 注重LED牆背景拍攝流程，與攝影機效果相關處理 說明： 使用 Unreal Engine 對 Virtual Production 支援 熟 Unreal Engine 4 or Unreal 5 的使用流程 熟 3D 軟體者佳 ( C4D / 3ds Max / Maya / Blender 等…) Unreal Engine 4 熟悉Sequencer設定 / 動作串聯 / 燈光特效製作/場景渲染 熟悉藍圖系統／貼圖與材質設定／場景編制 協助美術技術研發及相關測試 Virtual Production 製作需求 協調、整合各項進行專案，以確保進度與任務的達成。 其他條件 1. 3年以上影視後製或動畫遊戲相關製作經驗尤佳 2. 能獨立作業， 需進棚內工作 3. 演出視覺設計或動畫相關製作經驗者尤佳 4. 對於 XR 攝影棚未來技術有興趣＆熱情 5. 具備分析、邏輯思考、解決問題的能力 6. 良好EQ與組織能力 7. 擅於學習新事物"
,,None,None,None,待遇面議,None
,,None,None,None,待遇面議,None
BI Analyst【SGH002 戰略數據中心】,"大江生醫股份有限公司(TCI CO., Ltd)",台北市內湖區,3年以上,大學,待遇面議,敬請各位求職者先行完成AI面試，完成AI面試後，才會進入HR初試審核，謝謝！ AI面試連結：https://app.hrda.pro/s/i/LClVhQ 【大江生醫 8436 的優勢】 擁有優秀的研發團隊，更與全球學術界接軌，常態交流功能性食品與護膚品領域的創新研究，設置醫藥等級的品質管控實驗室，以有效用的產品以及高價值成本，為品牌客戶創造競爭優勢。為配合高速自動化生產設備的產出，人工檢驗的速度與品質已不符需求；我們不斷開發高規格生產品質以達到工業 4.0 概念，達到數位製造產能極大化，大江將運用 AIOT 打造無人智慧化工廠。 TCI 榮獲2019天下雜誌2000大調查經營績效50強第5名為前10名內唯一生物科技企業這份榜單綜合2016-2018過去三年營收、獲利及股東權益統計分析，代表2018年展現強大營運爆發力的公司! 【戰略部門 IT 藍圖】 大江生醫將打造生技業軟體服務頂尖的 IT 團隊，數位化轉型提高獲利能力的時代己來臨，我們將打造數位化供應鏈、工業人工智慧、大數據與分析、雲端化創造價值，提昇我們工廠產能、為公司獲利。 今年目標將增員至50位團隊，我們需要你的加入，強化戰略部門! 【榮耀舞台】 在職期間表現優異，有機會參加大江之星選拔，成為大江之星還有機會獲得豐厚獎金或出國旅遊等機會。 【面試資格】 1. 商業智慧、多維度數據分析、挖掘、建模等相關3年以上工作經歷 2. 擅長 SQL 或 HANA 並有實務經驗，能與後端 DB 技術人員高效率溝通 3. 熟練使用一種以上現有主流 BI 產品如：Tableau 4. 熟悉資料庫之SQL語法及資料抽取/清理/轉換/載入…等ETL流程佳 5. 熟悉 Excel 函數 (VBA尤佳) 6. 有經營管理實務經驗，善於從數據中發現問題，提出公司管理改善的方向
Unreal Engine 虛擬建築師,米斯有限公司,台北市內湖區,3年以上,大學,待遇面議,"使用 Unreal Engine 1. 熟 Blueprint, 實作各項互動介面功能 2. 與美術協同製作表演時使用的場景, 特效 操作Motion Capture裝置 3. 注重LED牆背景拍攝流程，與攝影機效果相關處理 說明： 使用 Unreal Engine 對 Virtual Production 支援 熟 Unreal Engine 4 or Unreal 5 的使用流程 熟 3D 軟體者佳 ( C4D / 3ds Max / Maya / Blender 等…) Unreal Engine 4 熟悉Sequencer設定 / 動作串聯 / 燈光特效製作/場景渲染 熟悉藍圖系統／貼圖與材質設定／場景編制 協助美術技術研發及相關測試 Virtual Production 製作需求 協調、整合各項進行專案，以確保進度與任務的達成。 其他條件 1. 3年以上影視後製或動畫遊戲相關製作經驗尤佳 2. 能獨立作業， 需進棚內工作 3. 演出視覺設計或動畫相關製作經驗者尤佳 4. 對於 XR 攝影棚未來技術有興趣＆熱情 5. 具備分析、邏輯思考、解決問題的能力 6. 良好EQ與組織能力 7. 擅於學習新事物"
[南港]外商品牌廠_Workstation BIOS Developer(KAS_823),藝珂人事顧問股份有限公司,台北市南港區,3年以上,大學,待遇面議,"[南港]外商原廠誠徵BIOS Developer 單位:Workstation R&D 研發產品:Workstation 保障年薪13.5個月,年薪可談 ,若有與品牌廠合作的經驗加分 也歡迎BIOS supplier人選前進原廠發展 (此職務100%需要做程式開發) 意者歡迎投遞履歷至emma.fu@adecco.com Responsibilities Include: • Perform system BIOS development for HP Workstations • Characterize / troubleshoot and debug issues Education and Experience Required: • Bachelor's degree in science or engineering • Minimum three years of experience in BIOS development Critical Competencies and Qualifications: • Experience of BIOS testing • Experience of Intel MEFW, AMT, PETS is a plus • Excellent troubleshooting/debugging skills • Familiar and demonstrate interest with computer technologies. • Good analytical skills and effective problem solving ability. • Work independently with minimal supervision. • Strong interpersonal and teamwork skill. • Good communications skills, verbal and written."
CAM系統工程師,CHPT_中華精測科技股份有限公司,桃園市平鎮區,2年以上,大學,待遇面議,1. CAM Genesis 2000 / InCAM-Pro Script程式撰寫 2.CNC與鑽孔自動化程式與檢查 3.系統維護 4.料號備份 5.設備維護
NSR14 品質數據分析工程師,新普科技股份有限公司,新竹縣湖口鄉,3年以上,大學,待遇面議,1.測試驗證數據收集，定標，清洗，特徵工程 2.資料可視化 3.機器學習，AI 建模，相關演算法開發 4.新工具，方法比較 5.資料結構，資料庫應用
系統開發類 - 大數據系統軟體設計工程師(MKE70),旺宏電子股份有限公司,新竹市,經歷不拘,大學,待遇面議,結合半導體製造/量測機台大量數據與統計分析/演算法開發/圖表資料視覺化，開發系統提供從研發到量產各階段的資訊輔助決策。 1. 有良好的語言表達能力與溝通能力 2. 具備Java程式設計(含物件導向)能力 加分項目: 1. 有SQL資料處理經驗 2. 有Linux操作經驗 3. 有Docker、Kubernetes等container環境操作經驗 4. 有Cassandra、MangoDB等分散式資料庫使用經驗 擅長工具 => Java
遊戲測試工程師「日本東京/大阪工作崗位」,Almanage business solutions inc.,日本,3年以上,大學,待遇面議,1. 負責遊戲產品的測試工作，包括制度測試方案，設計測試案例，執行遊戲功能測試； 2. 定位質量問題推動開發解決質量問題，不斷完善測試內容，確保產品質量； 3. 編寫測試報告，並進行有效的歸類，總結； 4. 主要負責對項目中客戶端、服務器進行功能測試、協議和接口測試。
Engineering Manager / Senior Engineering Manager,鏈科股份有限公司,台北市松山區,5年以上,大學,待遇面議,"Want to lead a team to build highly scalable and available systems that serve millions of worldwide users, right here from Taiwan? Want to be based in Taiwan but work in a silicon-valley-like environment, and release world-class products? Want to work with some of the world's best DevOps, frontend, backend, and full-stack developers? Come change the world with us! Join this fast-growing startup founded by software veterans and funded by top VCs, banks, public companies, and the Taiwanese government (NDF)! We’re hiring for engineering managers and senior engineering managers responsible for managing a team of high-caliber backend engineers and trading algorithm engineers. Come talk to us if you love engineering management and want to work in a dynamic fast-paced environment! You will: Lead senior backend developers to quickly design and develop high-performing, secure, scalable, and fail-safe micro-architecture service sets that can reliably process very high transaction volumes at 99.9 availability. Help make your team a place where everyone can live their best lives and do the best work of their careers Lead your team in developing our core services, diving deep with customers and launching new features with PMs Hire and develop your engineers, helping them learn and achieve their own goals while holding them - and yourself - to high engineering standards Develop efficient processes, ensuring the engineering team is operating with high velocity, quality and ownership Focus your team on increasing resiliency, uptime and deployment velocity while decreasing the blast radius of software bugs and outages, and tracking and improving user metrics Form excellent working relationships with your counterparts in Product, UXI, QA, Marketing, Customer Support, Compliance, SecOps, SRE, and other teams across XREX Contribute to the larger organization’s culture and processes, working with your peers to create an innovative and supportive environment You should have at least some of: 3+ years backend programming experience with Java 3+ years engineering management experience Passionate about the DevOps philosophy and culture Significant background in architecting and designing systems, tools, and frameworks used by other engineers and proven ability to lead high-performing technical teams Passionate about people's growth and development, can give your talents challenges aligned to their aspirations Can communicate complex technical, logical, or process issues in a timely, concise, and objective manner Possess superb interpersonal skills, with a track record of being able to influence multi-functional teams and leaders, and develop and maintain relationships across and between organizations Ability to make considered recommendations for trade-offs in a rapidly changing environment Fluency with Jira, Notion, and Git Required talents:2 Location: Taipei About XREX: https://www.xrex.io https://www.linkedin.com/company/xrexinc/ Regarding our culture: https://downloads.xrex.io/culture -We will proceed your application first if you apply online: https://xrex.breezy.hr/p/fe0225178f13-engineering-manager-senior-engineering-manager"
RPA 應用腳本開發工程師,友威資訊服務股份有限公司,新竹市,經歷不拘,大學,待遇面議,【工作目標】： 完成流程自動化腳本開發，並考量情境、需求、執行效率等面向以完成設計 。 【工作要求】： 1. 有影像處理、機器視覺相關技能。 2. 能設計模組化結構，規劃腳本開發方式與時程。 3. 腳本上線後需處理相關異常，並提出解決辦法。 4. 撰寫 RPA 腳本交付所需文件，例如：說明書...等等。 5. 需與單位主管、專案PM、商業流程分析師偕同工作，亦需面對企業客戶。 6. C# 前端應用程式開發
740-ERP資訊系統主管(新竹縣),兆赫電子股份有限公司,新竹縣湖口鄉,10年以上,大學,待遇面議,1. ERP(TIPTOP)資訊系統開發與維護。 2.使用者需求/問題解決/人員教育訓練。 3.主管交辦事項。
韌體工程師 /電子工程師 / Firmware Engineer,百醫醫材科技股份有限公司,台中市西區,2年以上,專科,待遇面議,"負責醫材的硬體及韌體設計與開發。 1.熟軟體開發(MCU,ARM)之C/C++語言。 2.對PCB有基本設計經驗。 3.熟悉藍芽BLE或WiFi者佳。"
.NET 系統設計師（E2）,資通電腦股份有限公司,台北市中山區,5年以上,專科,待遇面議,資通電腦於 1980 年成立，是臺灣第一家上市櫃軟體公司，累積 41 年實務經驗，委外服務經驗更長達25年以上，一直以來深受客戶好評，委外訂單不間斷。 工作內容說明： 　- .NET 程式開發 　- 規劃、執行軟體架構設計，並控管軟體開發之進度 　- 程式除錯與測試 　- 資料庫 SQL 程式開發 　- 因客戶資安要求較高，故專案開發時需於客戶端駐點開發 必要條件： - 系統流程規劃與功能項目設計 - 系統規格書及軟體規劃書文件撰寫 - 需了解資料庫特性及運作機制 - 有.NET MVC開發經驗 - 客戶端 ASP .NET/C# 程式之駐點開發或維運 - 資料庫SQL server/Oracle開發應用，熟悉Storeprocedure - 相關實務開發經驗需5年以上 加分條件： 　- 前端套件 (Bootstrap / Angular / Vue.js) 　- 熟悉 PL/SQL - 有SD相關經驗尤佳 您會想加入的原因： 　1.於各專精領域都能學習到各產業domain經驗 　2.若能表現優良則有機會被客戶端賞識進而轉為正職 　3.技術層面會跟隨客戶所用而不同，因此接觸到各式的平台，資通也依照個案需求，提供新技術之教育訓練- 客戶端駐點需求訪談及需求功能分析
JAVA工程師,城科國際_CYBILL TEK SOFTWARE INC,台北市大同區,經歷不拘,高中,待遇面議,1.3年以上工作經驗，有紮實的JAVA基礎，熟練Spring Boot、Spring Cloud、mybatis的技術應用； 2.熟悉主流數據庫Oracle、Mysql，能快速定位問題並實現sql優化，有資料庫設計經驗； 3.有高並發訪問、大數據應用開發經驗者優先； 4.工作積極主動，具備良好的職業素養、良好的溝通能力和良好的團隊合作意識和較強的抗壓能力； 5.規範化的程式編寫習慣，較強的需求理解能力，良好的測試習慣與總結習慣； 6.有較強的分析問題、獨立解決問題的能力。
硬體研發工程師 - IoT,薩摩亞商奧創物聯有限公司台灣分公司,台北市內湖區,3年以上,大學,待遇面議,1. 傳感器電路設計及除錯，包含數位及類比電路 2. 產品電路設計、Layout 規劃，產品 Debug、測試治具開發、安規驗證 3. 樣品試做、BOM 建立 4. 市場電子零組件與系統解決方案之規劃、供應商調查與分析 5. 產品開發各項工作支援：如機構設計之檢討、產品文件協同製作 6. 主管交辦事項
移動端開發工程師《百萬年薪，遠程工作》,橡樹網路科技有限公司_Oak Linking Inc.,菲律賓,經歷不拘,專科,待遇面議,"底薪保證7.5萬起（面試後核薪） (我們是海外公司,此工作疫情間在臺灣遠程辦公,待疫情穩定後將至菲律賓長期工作） 崗位概要： 1. 負責移動端（App、H5）產品研發、優化和維護； 2. 混合式web開發app 3. 定期對App進行發布更新，叠代優化； 4. 熟悉React, Redex, Typescript, Cordova, Loadsh 崗位需求： 1. 熟悉前端開發技術，熟悉各種瀏覽器的兼容性調試技術； 2. 具有React, Redux, Typescript 開發經驗者優先考慮； 3. 具有良好、規範的代碼習慣，喜歡折騰研究新技術；"
iOS工程師,領先創新科技股份有限公司,台北市松山區,3年以上,大學,待遇面議,1.團隊合作開發區塊鏈相關 APP，持續優化既有服務。 2.與UI設計師配合，進行切版。 3.支援各種Apple裝置。 4.支援多國語言。 5.APP架構設計和性能最佳化、功能測試、測試與修改。
資深前端工程師   Sr. Frontend Engineer-Angular,坤侑科技股份有限公司,台北市信義區,3年以上,大學,待遇面議,●需求能力： 1. 負責前端技術研發工作 2. 參與、並協助定義前端研發工作流和開發規範 3. 建立前端框架核心功能元件，並能獨力解決對開發中遇到的技術問題 4. 具備資料庫相關經驗，可與後端工程師討論協作開發專案 5. 具前端框架 (React、Angular 或 Vue 等) 的開發經驗，以Angular 8以上開發為主。 6. 使用VSCode為開發工具者佳 7. 熟悉各種瀏覽器測試（端到端測試）及除錯。 8. 具介接RESTful API經驗。 9. 熟悉 Git 操作。 10. 自律性高。 ●加分 1. 具架構設計能力。 2. 具後端經驗。 3. 熟識Scrum及敏捷開發。 4. 擅溝通協調，重視團隊合作
軟體系統專案經理,翔程科技股份有限公司,台中市太平區,3年以上,碩士,待遇面議,工作內容: 1. 軟體專案提案、簡報、執行與管理。 2. 協調客戶需求、提供解決方案。 3. 成本估算與報價、時程/品質/資源/風險管理 4.相關文件撰寫與彙整、內外部團隊溝通協調。 5. 熟悉軟體工程與製造業生產流程，能提出智慧製造領域解決方案。 條件要求: 1. 主動積極，邏輯與分析能力強。 2. 可獨立解決問題。 3. 不抗拒複雜事務，依序細膩解決安排。 4. 有軟體專案經理工作經驗。
韌體工程師,泰仕電子工業股份有限公司,新北市樹林區,2年以上,大學,待遇面議,1.撰寫各種微處理韌體程式。 2.硬體電路設計與維修。 3.專案開發與測試。
MIS工程師,祥力金屬工業股份有限公司,南投縣南投市,經歷不拘,專科,待遇面議,1. .NET程式撰寫、系統維護。 2.其他主管交辦事項。
,,None,None,None,待遇面議,None
,,None,None,None,待遇面議,None
(MR11-B032 ) MCU研發(高級)工程師,新漢股份有限公司,新北市中和區,2年以上,大學,待遇面議,1. MCU 應用領域及應用技術分析。 2. MCU Firmware之分析、設計及程式撰寫。 3. MCU周邊電路評估與設計驗證。 4. 維護量產產品。
